Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,8174307,60,60,30802,19560,516,510,513.3666667,1.339955307,326,326,326,0,6161.01157,14.68014353,68691.65546,68918.02193,144708,412,8173048,138526.2373,2046.021862,145364,136078,8173749,138538.1186,2017.23834,145361,136242,1,0,0,0,1200,1200,7.340071764,7.340071764,326,516,420.4628099,94.07957991,8850.967355,0,1,0,0,1,0,0,0,1,423.9666667,513.3666667,326,0,0,0,0,0,0,60,30802,60,19560,514,3081,59,20,0,0,0,0,0,0,0,0,No Label
6,8253842,64,64,32851,20864,516,510,513.296875,1.10811849,326,326,326,0,6507.878392,15.50792952,64990.88189,65076.01199,135937,410,8253288,131004.5714,1608.72963,136391,128262,8253245,131003.8889,1627.894693,136525,128556,1,0,0,0,1280,1280,7.75396476,7.75396476,326,516,420.379845,94.01937914,8839.643653,0,1,0,0,1,0,0,0,1,423.6640625,513.296875,326,0,0,0,0,0,0,64,32851,64,20864,511,3081,63,20,0,0,0,0,0,0,0,0,No Label
6,130766,2,1,4,8,4,0,2,2.828427125,8,8,8,0,91.76697307,22.94174327,65383,92447.14057,130753,13,130766,130766,0,130766,130766,0,0,0,0,0,1,0,0,0,40,20,15.29449551,7.647247756,0,8,4,3.265986324,10.66666667,0,1,0,0,1,0,0,0,0,5.333333333,2,8,0,0,0,0,0,0,2,4,1,8,498,514,0,20,0,0,0,0,0,0,0,0,No Label
17,935,1,1,48,48,48,48,48,0,48,48,48,0,102673.7968,2139.037433,935,0,935,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1069.518717,1069.518717,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
0,61440987,4,0,0,0,0,0,0,0,0,0,0,0,0,0.065103121,20480329,35472952.2,61440966,9,61440987,20480329,35472952.2,61440966,9,0,0,0,0,0,0,0,0,0,0,0,0.065103121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,12,0,12,12,61440966,0,61440966,61440966,No Label
17,1092,1,1,48,48,48,48,48,0,48,48,48,0,87912.08791,1831.501832,1092,0,1092,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,915.7509158,915.7509158,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
6,49915945,7,6,517,223,517,0,73.85714286,195.4076325,223,0,37.16666667,91.03936877,14.82492218,0.260437822,4159662.083,6689882.547,15232463,13,49915945,8319324.167,7697145.314,15359907,127940,49788488,9957697.6,7381971.395,15360388,1792,0,0,0,0,152,132,0.14023575,0.120202072,0,517,52.85714286,146.2094689,21377.20879,0,0,0,1,0,0,0,0,0,56.92307692,73.85714286,37.16666667,0,0,0,0,0,0,7,517,6,223,64240,501,1,20,1491541.333,2362303.119,4219294,127405,15104625.67,110710.4545,15232463,15040577,No Label
6,55010017,26,14,7894,6138,874,0,303.6153846,341.581156,2195,0,438.4285714,590.1704727,255.0808156,0.727140295,1410513.256,2930841.209,14191261,20,55010017,2200400.68,3433771.299,14191261,5057,54845377,4218875.154,3983611.7,14358152,4093,0,0,0,0,532,292,0.472641192,0.254499103,0,2195,342.2439024,439.6107813,193257.639,0,0,0,1,0,0,0,0,0,350.8,303.6153846,438.4285714,0,0,0,0,0,0,26,7894,14,6138,64240,446,12,20,6013428.5,8262766.891,11856087,170770,11400956.5,3946086.467,14191261,8610652,No Label
6,43256429,12,10,698,395,565,0,58.16666667,161.3684848,166,0,39.5,64.1963135,25.26792029,0.508594919,2059829.952,4618441.675,14971990,12,43256413,3932401.182,5982094.717,15139619,2923,43256413,4806268.111,6288187.372,14971990,2579,0,0,0,0,252,212,0.27741541,0.231179509,0,565,47.52173913,122.0636457,14899.5336,0,0,0,1,0,0,0,0,0,49.68181818,58.16666667,39.5,0,0,0,0,0,0,12,698,10,395,64240,498,5,20,1654577,2567266.562,4618546,127610,12720475.67,2730677.881,14971990,9683014,No Label
6,8106443,63,63,32329,20538,515,510,513.1587302,1.194157136,326,326,326,0,6521.602631,15.543192,64851.544,65014.23626,136574,399,8105949,130741.1129,1516.18074,137109,127847,8105908,130740.4516,1474.099177,137233,127887,1,0,0,0,1260,1260,7.771596001,7.771596001,326,515,420.3228346,93.9574272,8827.998125,0,1,0,0,1,0,0,0,1,423.6587302,513.1587302,326,0,0,0,0,0,0,63,32329,63,20538,514,3081,62,20,0,0,0,0,0,0,0,0,No Label
6,8118873,61,61,31315,19886,517,510,513.3606557,1.265342995,326,326,326,0,6306.417159,15.02671615,67098.12397,67312.51114,142971,348,8117897,135298.2833,2369.464447,143587,131673,8118353,135305.8833,2396.399899,143702,131903,1,0,0,0,1220,1220,7.513358073,7.513358073,326,517,420.4471545,94.06975117,8849.118086,0,1,0,0,1,0,0,0,1,423.8934426,513.3606557,326,0,0,0,0,0,0,61,31315,61,19886,516,3081,60,20,0,0,0,0,0,0,0,0,No Label
6,33787170,3,8,0,0,0,0,0,0,0,0,0,0,0,0.325567368,3378717,5238308.906,16383989,15,3003681,1501840.5,710261.1845,2004071,999610,33787155,4826736.429,5745064.176,16383989,960536,0,0,0,0,120,320,0.0887911,0.236776267,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,8,0,29200,65160,0,40,9083338,0,9083338,9083338,12351916,5702212.321,16383989,8319843,No Label
6,8163737,63,63,32309,20538,514,510,512.8412698,1.346517003,326,326,326,0,6473.383452,15.43410818,65309.896,65488.22408,138829,374,8162989,131661.1129,1545.084507,139395,129801,8163352,131666.9677,1587.615729,139545,129579,1,0,0,0,1260,1260,7.717054089,7.717054089,326,514,420.1653543,93.8016113,8798.742282,0,1,0,0,1,0,0,0,1,423.5,512.8412698,326,0,0,0,0,0,0,63,32309,63,20538,514,3081,62,20,0,0,0,0,0,0,0,0,No Label
6,8100748,61,61,31315,19886,518,510,513.3606557,1.265342995,326,326,326,0,6320.527438,15.06033764,66948.33058,67161.54876,142400,324,8100315,135005.25,1746.653649,142860,132652,8100097,135001.6167,1799.785854,142907,132626,1,0,0,0,1220,1220,7.530168819,7.530168819,326,518,420.4471545,94.06975117,8849.118086,0,1,0,0,1,0,0,0,1,423.8934426,513.3606557,326,0,0,0,0,0,0,61,31315,61,19886,512,3081,60,20,0,0,0,0,0,0,0,0,No Label
6,13,1,1,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,76923.07692,76923.07692,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1044,467,0,32,0,0,0,0,0,0,0,0,No Label
6,8181704,63,63,32320,20538,518,510,513.015873,1.550151538,326,326,326,0,6460.512382,15.40021492,65453.632,65567.1336,140199,401,8180898,131949.9677,2010.546431,141673,129594,8181251,131955.6613,1944.526382,141004,129488,1,0,0,0,1260,1260,7.700107459,7.700107459,326,518,420.2519685,93.88941219,8815.221722,0,1,0,0,1,0,0,0,1,423.5873016,513.015873,326,0,0,0,0,0,0,63,32320,63,20538,512,3081,62,20,0,0,0,0,0,0,0,0,No Label
6,138034,1,2,0,0,0,0,0,0,0,0,0,0,0,21.73377574,69017,53180.0868,106621,31413,0,0,0,0,0,106621,106621,0,106621,106621,0,0,0,0,20,40,7.244591912,14.48918382,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,481,516,0,20,0,0,0,0,0,0,0,0,No Label
17,406,1,1,48,48,48,48,48,0,48,48,48,0,236453.202,4926.108374,406,0,406,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2463.054187,2463.054187,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
6,131715,1,1,0,0,0,0,0,0,0,0,0,0,0,15.18429943,131715,0,131715,131715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.592149717,7.592149717,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,502,516,0,20,0,0,0,0,0,0,0,0,No Label
6,137427,1,1,0,0,0,0,0,0,0,0,0,0,0,14.55318096,137427,0,137427,137427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.276590481,7.276590481,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,497,513,0,20,0,0,0,0,0,0,0,0,No Label
6,128329,1,2,0,0,0,0,0,0,0,0,0,0,0,23.37741274,64164.5,88878.37265,127011,1318,0,0,0,0,0,1318,1318,0,1318,1318,0,0,0,0,20,40,7.792470915,15.58494183,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,956,0,0,20,0,0,0,0,0,0,0,0,No Label
6,134669,1,1,0,0,0,0,0,0,0,0,0,0,0,14.85122783,134669,0,134669,134669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.425613913,7.425613913,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,502,516,0,20,0,0,0,0,0,0,0,0,No Label
17,222,1,1,48,48,48,48,48,0,48,48,48,0,432432.4324,9009.009009,222,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4504.504505,4504.504505,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
17,995,1,1,48,48,48,48,48,0,48,48,48,0,96482.41206,2010.050251,995,0,995,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1005.025126,1005.025126,48,48,48,0,0,0,0,0,0,0,0,0,0,1,72,48,48,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0,0,0,0,0,0,0,0,No Label
